product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text,liking_free_text_no_punc_tokenized_no_stop_lemm,meets_expectation_free_text_no_punc_tokenized_no_stop_lemm,product_improvement_free_text_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound
BBQ - Test 13,9,It's very savory and full of flavor. It's crunchier than I expected.,5,The flavor is really amazing. Small bite packs lots of flavor,Make a bar a little bigger,"['savory', 'full', 'flavor', 'crunchier', 'expect']","['flavor', 'really', 'amaze', 'small', 'bite', 'pack', 'lot', 'flavor']","['make', 'bar', 'little', 'big']",0,0.624,0
BBQ - Test 14,9,"It's very flavorful, crunchy, sweet and savory at once. I like the texture too. It's not as hard as it looks to be originally but it has a good crunch",5,"The product doesn't look like it'll pack as much flavor as it actually does. It looks appetizing, but I didn't expect that much flavor to come through","I like that its sweet and savory, but after taking another bite I'm looking for more savory than sweet. Maybe very slightly tone down sweetness","['flavorful', 'crunchy', 'sweet', 'savory', 'like', 'texture', 'hard', 'look', 'originally', 'good', 'crunch']","['product', 'doesnt', 'look', 'like', 'itll', 'pack', 'much', 'flavor', 'actually', 'look', 'appetizing', 'didnt', 'expect', 'much', 'flavor', 'come']","['like', 'sweet', 'savory', 'take', 'another', 'bite', 'im', 'look', 'savory', 'sweet', 'maybe', 'slightly', 'tone', 'sweetness']",0.7833,-0.1419,0.8923
BBQ - Control (Texas BBQ),2,I like the size and the fact that you could see the seeds in it,2,I thought it would be sweeter and more savory,The overall taste,"['like', 'size', 'fact', 'could', 'see', 'seed']","['thought', 'would', 'sweeter', 'savory']","['overall', 'taste']",0.3612,0,0
BBQ - Test 13,7,It has a sweet taste to it,3,The size and the sweet taste how get when eating it was great,I think adding a little more nut taste with this one would make the flavor better,"['sweet', 'taste']","['size', 'sweet', 'taste', 'get', 'eat', 'great']","['think', 'add', 'little', 'nut', 'taste', 'one', 'would', 'make', 'flavor', 'well']",0.4588,0.7964,0.4404
BBQ - Test 14,3,I like that is bar and the right size,2,I did not like the BBQ flavoring . It did not mix well with the nut taste,Make it more sweet,"['like', 'bar', 'right', 'size']","['like', 'bbq', 'flavor', 'mix', 'well', 'nut', 'taste']","['make', 'sweet']",0.3612,-0.4449,0.5095
BBQ - Control (Texas BBQ),4,i didn't really like it. flavor wasn't good to me,2,i didn't like the flavor,better flavor,"['didnt', 'really', 'like', 'flavor', 'wasnt', 'good']","['didnt', 'like', 'flavor']","['well', 'flavor']",-0.5765,-0.2755,0.4404
BBQ - Test 13,6,not great flavor,2,i didn't like the flavor,better flavor,"['great', 'flavor']","['didnt', 'like', 'flavor']","['well', 'flavor']",-0.5096,-0.2755,0.4404
BBQ - Test 14,7,it has pretty decent flavor  crunchy  not very salty to me,4,"flavor is better than i expected, but could be better, i think","it has good flavor, but i think it could be a bit bolder","['pretty', 'decent', 'flavor', 'crunchy', 'salty']","['flavor', 'well', 'expect', 'could', 'well', 'think']","['good', 'flavor', 'think', 'could', 'bite', 'bolder']",0.4939,0.7003,0.5789
BBQ - Control (Texas BBQ),7,Flavor and consistency,4,Crunchy and appetizing,Nothing,"['flavor', 'consistency']","['crunchy', 'appetizing']",['nothing'],0,0,0
BBQ - Test 13,7,Flavor and consistency,3,The flavor matches,Nothing,"['flavor', 'consistency']","['flavor', 'match']",['nothing'],0,0,0
BBQ - Test 14,7,bbq flavor is unique,3,Because it tastes the way it is described,"nothing, it's flavorful","['bbq', 'flavor', 'unique']","['taste', 'way', 'describe']","['nothing', 'flavorful']",0,0,0
BBQ - Control (Texas BBQ),6,The bar was great tasting it just didnt taste as much like barbecue as I wouldve liked. I liked the strong roasted nut flavor but I wouldve liked a stronger barbecue flavor. The overall taste and aftertaste was good it was still enjoyable.,2,"The flavor was good, but the barbecue left a little to be desired.",More barbecue I wouldve liked. The bar wasnt as robust as the previous bar where I liked the strong flavor. Adding more spice or flavor to get a fuller first bite is what I recommend.,"['bar', 'great', 'taste', 'didn\x92t', 'taste', 'much', 'like', 'barbecue', 'would\x92ve', 'like', 'like', 'strong', 'roast', 'nut', 'flavor', 'would\x92ve', 'like', 'strong', 'barbecue', 'flavor', 'overall', 'taste', 'aftertaste', 'good', 'still', 'enjoyable']","['flavor', 'good', 'barbecue', 'leave', 'little', 'desired']","['barbecue', 'would\x92ve', 'like', 'bar', 'wasn\x92t', 'robust', 'previous', 'bar', 'like', 'strong', 'flavor', 'add', 'spice', 'flavor', 'get', 'fuller', 'first', 'bite', 'recommend']",0.9721,0.4947,0.9235
BBQ - Test 13,7,"The bar has a unique taste, it has a strong barbecue taste but also strong roasted nut taste. I like the appetizing flavor and after taste. The bar isn't too much of either and I can take multiple bites and still want more.",3,I tasted the barbecue and nut crunch as advertised. The bar delivered on the flavor and is unique.,I would increase the barbecue flavor and strengthen the after taste. This would make the flavor more bold and craveable. The first bite is a bit flat and I think more barbecue flavor can fix that.,"['bar', 'unique', 'taste', 'strong', 'barbecue', 'taste', 'also', 'strong', 'roast', 'nut', 'taste', 'like', 'appetizing', 'flavor', 'taste', 'bar', 'isnt', 'much', 'either', 'take', 'multiple', 'bite', 'still', 'want']","['taste', 'barbecue', 'nut', 'crunch', 'advertise', 'bar', 'deliver', 'flavor', 'unique']","['would', 'increase', 'barbecue', 'flavor', 'strengthen', 'taste', 'would', 'make', 'flavor', 'bold', 'craveable', 'first', 'bite', 'bit', 'flat', 'think', 'barbecue', 'flavor', 'fix']",0.8834,0,0.7574
BBQ - Test 14,8,I like the strong barbecue flavor and the nutty texture the bar has. Its flavor is strong and hits you immediately. I also like the aftertaste it tastes like bbq ribs and it lasts a long time. I enjoyed this bar very much.,5,I didnt expect the taste to be as strong as it was but was pleasantly surprised. This bar met the goal of combining a barbecue and nutty taste that can satisfy a craving and have an enjoyable taste that makes you want more.,If I could change something I would make it a bit softer because it breaks apart easily.,"['like', 'strong', 'barbecue', 'flavor', 'nutty', 'texture', 'bar', 'it\x92s', 'flavor', 'strong', 'hit', 'immediately', 'also', 'like', 'aftertaste', 'taste', 'like', 'bbq', 'rib', 'last', 'long', 'time', 'enjoy', 'bar', 'much']","['didn\x92t', 'expect', 'taste', 'strong', 'pleasantly', 'surprised', 'bar', 'meet', 'goal', 'combine', 'barbecue', 'nutty', 'taste', 'satisfy', 'crave', 'enjoyable', 'taste', 'make', 'want']","['could', 'change', 'something', 'would', 'make', 'bit', 'soft', 'break', 'apart', 'easily']",0.9468,0.9513,0.34
BBQ - Control (Texas BBQ),5,The subtle hint of bbq,3,The crunch and appearance are as I expected them to be.,"Maybe adding more bbq, the flavor is fine. There just needs to be more bbq","['subtle', 'hint', 'bbq']","['crunch', 'appearance', 'expect']","['maybe', 'add', 'bbq', 'flavor', 'fine', 'need', 'bbq']",0,0,0.2023
BBQ - Test 13,1,The crunch,1,The crunch and appearance,The taste of this I very weird and leaves a nasty aftertaste. Itd like a smoky bbq but not a good one. When you first bite it you dont get any flavor. Its only in the aftertaste.,['crunch'],"['crunch', 'appearance']","['taste', 'weird', 'leave', 'nasty', 'aftertaste', 'it\x92d', 'like', 'smoky', 'bbq', 'good', 'one', 'first', 'bite', 'don\x92t', 'get', 'flavor', 'it\x92s', 'aftertaste']",0,0,-0.6316
BBQ - Test 14,4,This product taste the most like BBQ of the three and has a nice crunch.,3,This has a mesquite bbq taste and thats what I thought itd taste like based on the smell and ingredients.,Having more of the BBQ taste and a little more sweetness.,"['product', 'taste', 'like', 'bbq', 'three', 'nice', 'crunch']","['mesquite', 'bbq', 'taste', 'that\x92s', 'think', 'it\x92d', 'taste', 'like', 'base', 'smell', 'ingredient']","['bbq', 'taste', 'little', 'sweetness']",0.6801,0.3612,0.4964
BBQ - Control (Texas BBQ),6,The balance of the flavor was too off and it was too salty.,2,It was too salty for my liking and did not have a good balance of flavor,It would be better if it was less salty,"['balance', 'flavor', 'salty']","['salty', 'like', 'good', 'balance', 'flavor']","['would', 'well', 'less', 'salty']",0,0.0757,0.4404
BBQ - Test 13,7,This one had a better balance of sweet and savory and the crunch was tasty.,3,It was just as I expect with the balance of flavor and crunch,I would make the biscuit a bit thicker,"['one', 'good', 'balance', 'sweet', 'savory', 'crunch', 'tasty']","['expect', 'balance', 'flavor', 'crunch']","['would', 'make', 'biscuit', 'bit', 'thicker']",0.7096,0,0
BBQ - Test 14,8,I like the sweet and savory taste of BBQ for this bar. It is a good balance of flavors and is enjoyable.,3,It was the flavor and the balance of crunch and sweet I was expecting,I would dial down on the smoke flavor .,"['like', 'sweet', 'savory', 'taste', 'bbq', 'bar', 'good', 'balance', 'flavor', 'enjoyable']","['flavor', 'balance', 'crunch', 'sweet', 'expect']","['would', 'dial', 'smoke', 'flavor']",0.8834,0.4588,0
BBQ - Control (Texas BBQ),8,I like the mixture of the bbq flavor and nuts,4,Its very yummy and a great combination of flavors,I would maybe leave the nuts in bigger pieces.,"['like', 'mixture', 'bbq', 'flavor', 'nut']","['yummy', 'great', 'combination', 'flavor']","['would', 'maybe', 'leave', 'nut', 'big', 'piece']",0.0516,0.8425,-0.3612
BBQ - Test 13,9,I love the bbq flavor,5,The flavor combination is amazing and has such a good texture,nothing. I think it's perfect,"['love', 'bbq', 'flavor']","['flavor', 'combination', 'amaze', 'good', 'texture']","['nothing', 'think', 'perfect']",0.6369,0.7717,-0.4585
BBQ - Test 14,8,I really enjoyed the savory flavor.  There is a great combination of nutty flavor and bbq flavor,4,I didn't really have a solid expectation when thinking of a granola bar.. but this is like a trail mix or bar mix. So yummy,I think I would add a bit more of the bbq flavor,"['really', 'enjoyed', 'savory', 'flavor', 'great', 'combination', 'nutty', 'flavor', 'bbq', 'flavor']","['didnt', 'really', 'solid', 'expectation', 'think', 'granola', 'bar', 'like', 'trail', 'mix', 'bar', 'mix', 'yummy']","['think', 'would', 'add', 'bit', 'bbq', 'flavor']",0.8268,0.8387,0
BBQ - Control (Texas BBQ),3,I did not like this product it was sweet and savory and the taste was off,1,It has a sweet hint,Can this product and use the first sample or last sample,"['like', 'product', 'sweet', 'savory', 'taste']","['sweet', 'hint']","['product', 'use', 'first', 'sample', 'last', 'sample']",0.224,0.4588,0
BBQ - Test 13,7,Good flavor tastes almost identical to sample 1,4,I was expecting it to taste bad but it was much better than I anticipated,Maybe less onion powder,"['good', 'flavor', 'taste', 'almost', 'identical', 'sample', '1']","['expect', 'taste', 'bad', 'much', 'well', 'anticipated']","['maybe', 'less', 'onion', 'powder']",0.4404,0.3818,0
BBQ - Test 14,6,Its savory the flavors and scent are over powering I am not sure if I would want to eat this on the go,4,I really can taste the bbq flavor. Reminds me of bbq potato chips,Somehow mask the scent more I feel like my breath smells now,"['savory', 'flavor', 'scent', 'power', 'sure', 'would', 'want', 'eat', 'go']","['really', 'taste', 'bbq', 'flavor', 'remind', 'bbq', 'potato', 'chip']","['somehow', 'mask', 'scent', 'feel', 'like', 'breath', 'smell']",-0.1685,0,0.4173
BBQ - Control (Texas BBQ),8,I like the light BBQ flavor and the crunchiness.,4,I was not expecting it to taste so good because i have never a savory type of crunchy bar.,"Maybe a little sweeter, like a sweet light BBQ flavor.","['like', 'light', 'bbq', 'flavor', 'crunchiness']","['expect', 'taste', 'good', 'never', 'savory', 'type', 'crunchy', 'bar']","['maybe', 'little', 'sweeter', 'like', 'sweet', 'light', 'bbq', 'flavor']",0.3612,0.5777,0.607
BBQ - Test 13,8,I like the BBQ flavor and the sweetness. Its a little more sweeter than the other bars.,4,I dont taste any smoky-ness flavor,"It has less BBQ flavor, so maybe a stronger BBQ flavor.","['like', 'bbq', 'flavor', 'sweetness', 'little', 'sweeter', 'bar']","['dont', 'taste', 'smokyness', 'flavor']","['less', 'bbq', 'flavor', 'maybe', 'strong', 'bbq', 'flavor']",0.6908,0,0.4364
BBQ - Test 14,8,I like the BBQ Flavor. I like that it is savory. I like the crunchiness.,4,i honestly thought it might be nasty as i have never had a savory type of crunchy bar.,Maybe a little more sweeter as i like sweet BBQ flavors.,"['like', 'bbq', 'flavor', 'like', 'savory', 'like', 'crunchiness']","['honestly', 'think', 'might', 'nasty', 'never', 'savory', 'type', 'crunchy', 'bar']","['maybe', 'little', 'sweeter', 'like', 'sweet', 'bbq', 'flavor']",0.7579,-0.1531,0.6969
BBQ - Control (Texas BBQ),4,The crunchiness,2,It didnt really have a good taste to it,The flavor is off,['crunchiness'],"['didn\x92t', 'really', 'good', 'taste']",['flavor'],0,0.4902,0
BBQ - Test 13,6,Its crunchy and savory,4,Its surprisingly very  wholesome and tasty,Add a little sweet,"['it\x92s', 'crunchy', 'savory']","['it\x92s', 'surprisingly', 'wholesome', 'tasty']","['add', 'little', 'sweet']",0,0.296,0.4033
BBQ - Test 14,7,The savory the bbq flavor really stands out and the crunchiness,4,I expected it to be nasty because when you think nature valley u dont  Think savory but this reminded me of eating a bag of bbq chips  Or bbq chicken very wholesome,Mayb the appearance Mayb add a little sweet but with the bbq flavor very present,"['savory', 'bbq', 'flavor', 'really', 'stand', 'crunchiness']","['expect', 'nasty', 'think', 'nature', 'valley', 'u', 'don\x92t', 'think', 'savory', 'remind', 'eat', 'bag', 'bbq', 'chip', 'bbq', 'chicken', 'wholesome']","['mayb', 'appearance', 'mayb', 'add', 'little', 'sweet', 'bbq', 'flavor', 'present']",0,-0.3182,0.2152
BBQ - Control (Texas BBQ),7,"nice crunch, not too strong of a bbq flavor",4,i enjoyed the bar,nothing,"['nice', 'crunch', 'strong', 'bbq', 'flavor']","['enjoy', 'bar']",['nothing'],0.0253,0.5106,0
BBQ - Test 13,4,A little too strong of a bbq smell,2,thought the flavor would be more nutty,cut the bbq flavor,"['little', 'strong', 'bbq', 'smell']","['think', 'flavor', 'would', 'nutty']","['cut', 'bbq', 'flavor']",0.4627,0,-0.2732
BBQ - Test 14,3,Don't like the bbq flavor. It has a weird aftertaste,2,found the flavor very fake,discontinue it,"['dont', 'like', 'bbq', 'flavor', 'weird', 'aftertaste']","['find', 'flavor', 'fake']",['discontinue'],-0.4234,-0.5256,0
BBQ - Control (Texas BBQ),8,I like the flavor and the crunch. Doesn't have as much smoky flavor as the previous bar and not as strong of an aftertaste.,2,It is a very light smoke and bbq flavor not very strong or bold.,"I would add more BBQ flavoring in, it seams like its missing a little bit.","['like', 'flavor', 'crunch', 'doesnt', 'much', 'smoky', 'flavor', 'previous', 'bar', 'strong', 'aftertaste']","['light', 'smoke', 'bbq', 'flavor', 'strong', 'bold']","['would', 'add', 'bbq', 'flavor', 'seam', 'like', 'miss', 'little', 'bit']",-0.0521,-0.0142,0.0772
